AoA,Re,U_inf,ambient_pressure_Pa,case,fn,fp,min_pred_margin_Pa,min_truth_margin_Pa,model,naca,pred_risky_fraction,tn,tp,truth_risky_fraction
8.0,200000.0,0.19999999999999998,101325.0,case_186,0,0,98997.7421875,98986.8203125,unet,0018,0.0,7970,0,0.0
8.0,500000.0,0.5,2500.0,case_187,3,0,19.50634765625,-40.1259765625,unet,0018,0.0,7967,0,0.0003764115432873275
8.0,500000.0,0.5,3000.0,case_187,0,0,519.50634765625,459.8740234375,unet,0018,0.0,7970,0,0.0
8.0,500000.0,0.5,5000.0,case_187,0,0,2519.50634765625,2459.8740234375,unet,0018,0.0,7970,0,0.0
8.0,500000.0,0.5,10000.0,case_187,0,0,7519.505859375,7459.8740234375,unet,0018,0.0,7970,0,0.0
8.0,500000.0,0.5,25000.0,case_187,0,0,22519.505859375,22459.873046875,unet,0018,0.0,7970,0,0.0
8.0,500000.0,0.5,101325.0,case_187,0,0,98844.5078125,98784.875,unet,0018,0.0,7970,0,0.0
8.0,1000000.0,1.0,2500.0,case_188,0,119,-594.5909423828125,-763.091796875,unet,0018,0.055332496863237136,7529,322,0.04040150564617315
8.0,1000000.0,1.0,3000.0,case_188,2,2,-94.5908203125,-263.091796875,unet,0018,0.0008782936010037642,7961,5,0.0008782936010037642
8.0,1000000.0,1.0,5000.0,case_188,0,0,1905.4091796875,1736.908203125,unet,0018,0.0,7970,0,0.0
8.0,1000000.0,1.0,10000.0,case_188,0,0,6905.4091796875,6736.908203125,unet,0018,0.0,7970,0,0.0
8.0,1000000.0,1.0,25000.0,case_188,0,0,21905.408203125,21736.908203125,unet,0018,0.0,7970,0,0.0
8.0,1000000.0,1.0,101325.0,case_188,0,0,98230.40625,98061.90625,unet,0018,0.0,7970,0,0.0
10.0,100000.0,0.09999999999999999,2500.0,case_189,0,0,192.074462890625,186.980712890625,unet,0018,0.0,7970,0,0.0
10.0,100000.0,0.09999999999999999,3000.0,case_189,0,0,692.074462890625,686.980712890625,unet,0018,0.0,7970,0,0.0
10.0,100000.0,0.09999999999999999,5000.0,case_189,0,0,2692.07470703125,2686.98095703125,unet,0018,0.0,7970,0,0.0
10.0,100000.0,0.09999999999999999,10000.0,case_189,0,0,7692.07421875,7686.98046875,unet,0018,0.0,7970,0,0.0
10.0,100000.0,0.09999999999999999,25000.0,case_189,0,0,22692.07421875,22686.98046875,unet,0018,0.0,7970,0,0.0
10.0,100000.0,0.09999999999999999,101325.0,case_189,0,0,99017.078125,99011.984375,unet,0018,0.0,7970,0,0.0
10.0,200000.0,0.19999999999999998,2500.0,case_190,0,0,167.592529296875,147.224365234375,unet,0018,0.0,7970,0,0.0
10.0,200000.0,0.19999999999999998,3000.0,case_190,0,0,667.592529296875,647.224365234375,unet,0018,0.0,7970,0,0.0
10.0,200000.0,0.19999999999999998,5000.0,case_190,0,0,2667.5927734375,2647.224609375,unet,0018,0.0,7970,0,0.0
10.0,200000.0,0.19999999999999998,10000.0,case_190,0,0,7667.5927734375,7647.224609375,unet,0018,0.0,7970,0,0.0
10.0,200000.0,0.19999999999999998,25000.0,case_190,0,0,22667.591796875,22647.224609375,unet,0018,0.0,7970,0,0.0
10.0,200000.0,0.19999999999999998,101325.0,case_190,0,0,98992.59375,98972.2265625,unet,0018,0.0,7970,0,0.0
10.0,500000.0,0.5,2500.0,case_191,3,0,-15.658203125,-119.437744140625,unet,0018,0.0005018820577164366,7963,4,0.0008782936010037642
10.0,500000.0,0.5,3000.0,case_191,0,0,484.341796875,380.562255859375,unet,0018,0.0,7970,0,0.0
10.0,500000.0,0.5,5000.0,case_191,0,0,2484.341796875,2380.56201171875,unet,0018,0.0,7970,0,0.0
10.0,500000.0,0.5,10000.0,case_191,0,0,7484.341796875,7380.5625,unet,0018,0.0,7970,0,0.0
10.0,500000.0,0.5,25000.0,case_191,0,0,22484.341796875,22380.5625,unet,0018,0.0,7970,0,0.0
10.0,500000.0,0.5,101325.0,case_191,0,0,98809.34375,98705.5625,unet,0018,0.0,7970,0,0.0
10.0,1000000.0,1.0,2500.0,case_192,0,203,-745.673583984375,-1081.6754150390625,unet,0018,0.07904642409033877,7340,427,0.05357590966122961
10.0,1000000.0,1.0,3000.0,case_192,0,9,-245.673583984375,-581.6754150390625,unet,0018,0.00301129234629862,7946,15,0.0018820577164366374
10.0,1000000.0,1.0,5000.0,case_192,0,0,1754.326416015625,1418.32470703125,unet,0018,0.0,7970,0,0.0
10.0,1000000.0,1.0,10000.0,case_192,0,0,6754.326171875,6418.32421875,unet,0018,0.0,7970,0,0.0
10.0,1000000.0,1.0,25000.0,case_192,0,0,21754.326171875,21418.32421875,unet,0018,0.0,7970,0,0.0
10.0,1000000.0,1.0,101325.0,case_192,0,0,98079.328125,97743.328125,unet,0018,0.0,7970,0,0.0
-4.0,100000.0,0.09999999999999999,2500.0,case_321,0,0,196.03125,195.163818359375,unet,4418,0.0,7975,0,0.0
-4.0,100000.0,0.09999999999999999,3000.0,case_321,0,0,696.03125,695.163818359375,unet,4418,0.0,7975,0,0.0
-4.0,100000.0,0.09999999999999999,5000.0,case_321,0,0,2696.03125,2695.1640625,unet,4418,0.0,7975,0,0.0
-4.0,100000.0,0.09999999999999999,10000.0,case_321,0,0,7696.03125,7695.1640625,unet,4418,0.0,7975,0,0.0
-4.0,100000.0,0.09999999999999999,25000.0,case_321,0,0,22696.03125,22695.1640625,unet,4418,0.0,7975,0,0.0
-4.0,100000.0,0.09999999999999999,101325.0,case_321,0,0,99021.03125,99020.1640625,unet,4418,0.0,7975,0,0.0
-4.0,200000.0,0.19999999999999998,2500.0,case_322,0,0,184.109130859375,180.60693359375,unet,4418,0.0,7975,0,0.0
-4.0,200000.0,0.19999999999999998,3000.0,case_322,0,0,684.109130859375,680.60693359375,unet,4418,0.0,7975,0,0.0
-4.0,200000.0,0.19999999999999998,5000.0,case_322,0,0,2684.10888671875,2680.60693359375,unet,4418,0.0,7975,0,0.0
-4.0,200000.0,0.19999999999999998,10000.0,case_322,0,0,7684.109375,7680.6064453125,unet,4418,0.0,7975,0,0.0
-4.0,200000.0,0.19999999999999998,25000.0,case_322,0,0,22684.109375,22680.607421875,unet,4418,0.0,7975,0,0.0
-4.0,200000.0,0.19999999999999998,101325.0,case_322,0,0,99009.109375,99005.609375,unet,4418,0.0,7975,0,0.0
-4.0,500000.0,0.5,2500.0,case_323,0,0,100.7734375,78.342529296875,unet,4418,0.0,7975,0,0.0
-4.0,500000.0,0.5,3000.0,case_323,0,0,600.7734375,578.342529296875,unet,4418,0.0,7975,0,0.0
-4.0,500000.0,0.5,5000.0,case_323,0,0,2600.7734375,2578.34228515625,unet,4418,0.0,7975,0,0.0
-4.0,500000.0,0.5,10000.0,case_323,0,0,7600.7734375,7578.3427734375,unet,4418,0.0,7975,0,0.0
-4.0,500000.0,0.5,25000.0,case_323,0,0,22600.7734375,22578.341796875,unet,4418,0.0,7975,0,0.0
-4.0,500000.0,0.5,101325.0,case_323,0,0,98925.7734375,98903.34375,unet,4418,0.0,7975,0,0.0
-4.0,1000000.0,1.0,2500.0,case_324,25,28,-187.6884765625,-287.235107421875,unet,4418,0.012789968652037617,7848,74,0.012413793103448275
-4.0,1000000.0,1.0,3000.0,case_324,0,0,312.3115234375,212.764892578125,unet,4418,0.0,7975,0,0.0
-4.0,1000000.0,1.0,5000.0,case_324,0,0,2312.3115234375,2212.76513671875,unet,4418,0.0,7975,0,0.0
-4.0,1000000.0,1.0,10000.0,case_324,0,0,7312.3115234375,7212.7646484375,unet,4418,0.0,7975,0,0.0
-4.0,1000000.0,1.0,25000.0,case_324,0,0,22312.310546875,22212.765625,unet,4418,0.0,7975,0,0.0
-4.0,1000000.0,1.0,101325.0,case_324,0,0,98637.3125,98537.765625,unet,4418,0.0,7975,0,0.0
-2.0,100000.0,0.09999999999999999,2500.0,case_325,0,0,196.132568359375,196.4130859375,unet,4418,0.0,7975,0,0.0
-2.0,100000.0,0.09999999999999999,3000.0,case_325,0,0,696.132568359375,696.4130859375,unet,4418,0.0,7975,0,0.0
