AoA,Cd_grid_pressure,Cd_model_integrated_pressure,Cd_model_pressure,Cd_openfoam_total,Cl_grid_pressure,Cl_model_integrated_pressure,Cl_model_pressure,Cl_openfoam_total,L_over_D_model_pressure,L_over_D_openfoam_total,Re,U_inf,case,model,naca
8.0,0.04182850508063586,0.040206285637449345,0.048657871782779694,0.05088227,0.3870284940868274,0.3686882570851788,0.9561958312988281,0.9624729,19.651410887173892,18.915683203599208,1000000.0,1.0,case_220,pinn,2412
10.0,0.05498792968455744,0.2555935100792808,0.07732229679822922,0.07953154,0.42729287541364136,1.5577126243824881,1.1559350490570068,1.108774,14.94956948929483,13.941311836788273,100000.0,0.09999999999999999,case_221,pinn,2412
10.0,0.05609470756121464,0.10386618156575986,0.07506246864795685,0.07821612,0.4251494943594868,0.668231368445471,1.1576666831970215,1.098828,15.422709964769224,14.048612996911633,200000.0,0.19999999999999998,case_222,pinn,2412
10.0,0.05534127166251878,0.06404952664252848,0.07019521296024323,0.07427139,0.42143234599115664,0.4457630475909542,1.1510558128356934,1.089731,16.39792464890194,14.672284980798123,500000.0,0.5,case_223,pinn,2412
10.0,0.05541118548254287,0.05634185088586033,0.06783754378557205,0.07346484,0.4226843275169498,0.40303025394521186,1.144237995147705,1.092891,16.867326428629717,14.87638168135941,1000000.0,1.0,case_224,pinn,2412
-4.0,0.0164034682264881,0.03155357204716555,0.03050423413515091,0.03645932,-0.15523776526187846,-1.308686221332127,-0.40347161889076233,-0.5025718,-13.226741478024204,-13.784453467590728,100000.0,0.09999999999999999,case_129,fno,0015
-4.0,0.016030120096172426,0.01064968429595201,0.02985861897468567,0.03076995,-0.153169880069374,-0.33137920823775907,-0.3855014741420746,-0.4967199,-12.910894320628334,-16.14301940692136,200000.0,0.19999999999999998,case_130,fno,0015
-4.0,0.01593246595199506,0.0034520152381879773,0.02734456956386566,0.02776008,-0.15524684539579434,-0.05663195864891299,-0.32787272334098816,-0.5031136,-11.990414498030859,-18.12363653130683,500000.0,0.5,case_131,fno,0015
-4.0,0.01589955953811839,0.002124860920668219,0.021283332258462906,0.02673862,-0.15592915709319952,-0.016824920280875743,-0.20801904797554016,-0.5052323,-9.773800711720103,-18.895227203198967,1000000.0,1.0,case_132,fno,0015
-2.0,0.01276526244991929,0.04950700617883028,0.026571277529001236,0.03018319,-0.09441503165842306,-1.456149995161559,-0.3123737573623657,-0.2997562,-11.75606844727075,-9.931229932952746,100000.0,0.09999999999999999,case_133,fno,0015
-2.0,0.012372124149449097,0.017253456308577535,0.025426575914025307,0.02458656,-0.09216992930818564,-0.3787706171972289,-0.2910832464694977,-0.2942059,-11.447992346815997,-11.966127022243047,200000.0,0.19999999999999998,case_134,fno,0015
-2.0,0.012244255672627314,0.005845360662720306,0.021601291373372078,0.02148271,-0.09361492132708457,-0.06732792392728604,-0.21595150232315063,-0.2985597,-9.997157049108377,-13.897673989920266,500000.0,0.5,case_135,fno,0015
-2.0,0.012201578314207298,0.0023568466984789744,0.018337860703468323,0.02043003,-0.09408774162721953,-0.012177073501197407,-0.018939971923828125,-0.3000004,-1.0328343218489997,-14.684285828263592,1000000.0,1.0,case_136,fno,0015
0.0,0.010683966921180338,0.10807454934006873,0.020716972649097443,0.02752592,-0.030039161646165616,-1.6957108225837718,-0.19250038266181946,-0.08962498,-9.291916629054677,-3.2560212338043564,100000.0,0.09999999999999999,case_137,fno,0015
0.0,0.010423358840649242,0.0336883885466641,0.01968894898891449,0.02198823,-0.028664705591640468,-0.41672749186949254,-0.15617811679840088,-0.08417469,-7.932272915447857,-3.8281703438612382,200000.0,0.19999999999999998,case_138,fno,0015
0.0,0.010266516059770994,0.007638842920000361,0.01834239810705185,0.01884666,-0.029443176838739586,-0.05116492030046391,-0.02899499237537384,-0.08638269,-1.5807634424980959,-4.583448207799154,500000.0,0.5,case_139,fno,0015
0.0,0.010214020020378512,0.0019310160850836073,0.02101808600127697,0.01778157,-0.029702050464142857,0.002305290483374395,0.17088986933231354,-0.08711132,8.130610433411062,-4.898966739157454,1000000.0,1.0,case_140,fno,0015
2.0,0.011014195408174696,0.15655879196836847,0.018385229632258415,0.02844968,0.03409116154676703,-1.1234039590784586,-0.0006678998470306396,0.1216703,-0.036328066626851035,4.276684307169711,100000.0,0.09999999999999999,case_141,fno,0015
2.0,0.010767990104689684,0.04224841890253602,0.01862926408648491,0.02297902,0.03548274648724752,-0.2170526530345245,0.03729258477687836,0.1277786,2.001828123953283,5.560663596619873,200000.0,0.19999999999999998,case_142,fno,0015
