AoA,Cp_mae,Cp_pred_min,Cp_rmse,Cp_truth_min,Re,U_inf,case,cavitation_indicator_mae,cavitation_indicator_pred_min,cavitation_indicator_rmse,cavitation_indicator_truth_min,cavitation_margin_mae,cavitation_margin_pred_min,cavitation_margin_rmse,cavitation_margin_truth_min,model,naca,p_mae,p_pred_min,p_rmse,p_truth_min
10.0,0.004151865374296904,-0.7804345488548279,0.006962889339774847,-0.789480984210968,500000.0,0.5,case_319,5.340506959328195e-06,0.0,2.804165706038475e-05,0.0,0.6756300330162048,98925.203125,1.1091126203536987,98926.609375,fno,4415,0.6756954193115234,101225.21875,1.109140157699585,101226.609375
4.0,0.003286967519670725,-0.9341486692428589,0.006546147633343935,-0.8737464547157288,100000.0,0.09999999999999999,case_337,1.4169933820085134e-05,2.4028440034277587e-20,4.981707752449438e-05,0.0,0.20605602860450745,99015.9453125,0.35231029987335205,99020.640625,fno,4418,0.20596590638160706,101315.984375,0.35171595215797424,101320.640625
6.0,0.0035634555388242006,-0.9383779764175415,0.0060712918639183044,-0.8808767199516296,200000.0,0.19999999999999998,case_342,6.072996711736778e-06,9.940310838339432e-34,2.2869353415444493e-05,0.0,0.33792221546173096,98999.921875,0.5333622097969055,99007.4375,fno,4418,0.33678194880485535,101299.9375,0.5324756503105164,101307.4375
6.0,0.0045454781502485275,-0.9366339445114136,0.007760439999401569,-0.885127604007721,500000.0,0.5,case_343,1.1569129128474742e-05,0.0,8.081543637672439e-05,0.0,0.6611618399620056,98917.1328125,1.0796246528625488,98914.6875,fno,4418,0.6604897975921631,101217.140625,1.079026222229004,101214.6875
8.0,0.00328743364661932,-0.9341810941696167,0.006547640543431044,-0.8737464547157288,100000.0,0.09999999999999999,case_345,1.4159429156279657e-05,2.349036227698611e-20,4.981065649189986e-05,0.0,0.20603938400745392,99015.9453125,0.3523174226284027,99020.640625,fno,4418,0.2059786468744278,101315.9765625,0.35178694128990173,101320.640625
8.0,0.003563700011000037,-0.9384058117866516,0.006071191746741533,-0.8808767199516296,200000.0,0.19999999999999998,case_346,6.075199507904472e-06,9.71975320063663e-34,2.288468931510579e-05,0.0,0.3376733958721161,98999.8984375,0.5332422256469727,99007.4375,fno,4418,0.33660951256752014,101299.9140625,0.5323688387870789,101307.4375
8.0,0.007390749640762806,-0.9685269594192505,0.012210977263748646,-0.8865270018577576,1000000.0,1.0,case_348,2.7163080673631157e-08,0.0,8.743659805077186e-07,0.0,1.8991496562957764,98571.7421875,3.0493099689483643,98583.0625,fno,4418,1.899472951889038,100871.734375,3.0507044792175293,100883.0625
-2.0,0.005022305995225906,-0.9763449430465698,0.008087328635156155,-0.9561296105384827,500000.0,0.5,case_359,3.3890912163769826e-05,0.0,0.0002700402110349387,0.0,0.9848181009292603,98896.1015625,1.7353466749191284,98905.84375,fno,4421,0.9849776029586792,101196.078125,1.7363771200180054,101205.84375
-2.0,0.005670677404850721,-1.035187005996704,0.008160761557519436,-0.9575648903846741,1000000.0,1.0,case_360,3.4975658480540517e-10,0.0,1.3318736336032089e-08,0.0,2.08028244972229,98534.0234375,3.3539113998413086,98547.65625,fno,4421,2.0811431407928467,100834.015625,3.3554930686950684,100847.65625
2.0,0.005680505186319351,-1.0354291200637817,0.008173918351531029,-0.9575648903846741,1000000.0,1.0,case_368,3.480874755101837e-10,0.0,1.3259264797227388e-08,0.0,2.086498737335205,98533.8828125,3.366600513458252,98547.65625,fno,4421,2.0873141288757324,100833.875,3.368234395980835,100847.65625
10.0,0.00503920204937458,-0.9770142436027527,0.00812349934130907,-0.9561296105384827,500000.0,0.5,case_383,3.368551915627904e-05,0.0,0.0002685548097360879,0.0,0.9961400032043457,98895.875,1.761073112487793,98905.84375,fno,4421,0.9963202476501465,101195.8515625,1.7620818614959717,101205.84375
-4.0,0.019702669233083725,-0.22690154612064362,0.02678346261382103,-0.20554691553115845,100000.0,0.09999999999999999,case_001,1.5602589442664794e-08,0.0,2.8361907311591494e-07,0.0,0.21355128288269043,99021.0859375,0.32147684693336487,99023.9765625,deeponet,0006,0.19652226567268372,101320.625,0.3116438388824463,101323.9765625
-4.0,0.02077111043035984,-0.3004642128944397,0.0282150786370039,-0.20992682874202728,500000.0,0.5,case_003,3.086257649442814e-08,0.0,4.3917893322031887e-07,0.0,2.669644832611084,98992.7578125,3.688384532928467,98998.8359375,deeponet,0006,2.6487154960632324,101291.78125,3.667163848876953,101298.8359375
2.0,0.019684702157974243,-0.34029847383499146,0.027239631861448288,-0.20992682874202728,500000.0,0.5,case_015,2.6433180977392112e-08,0.0,3.7210082837191294e-07,0.0,2.543236017227173,98992.921875,3.5306732654571533,98998.8359375,deeponet,0006,2.5241682529449463,101292.375,3.507018566131592,101298.8359375
-4.0,0.018359461799263954,-0.32651108503341675,0.023714495822787285,-0.29554709792137146,500000.0,0.5,case_035,1.8593345529893668e-08,0.0,2.295133896268453e-07,0.0,2.3307976722717285,98988.484375,3.0958008766174316,98988.1640625,deeponet,0008,2.308104991912842,101289.5390625,3.078979253768921,101288.1640625
0.0,0.01787170208990574,-0.31167730689048767,0.023196520283818245,-0.2933560013771057,200000.0,0.19999999999999998,case_042,1.720560227624901e-08,0.0,3.083850970142521e-07,0.0,0.4429575502872467,99017.96875,0.571855902671814,99019.1484375,deeponet,0008,0.44601666927337646,101317.6796875,0.5761374235153198,101319.1484375
4.0,0.017320794984698296,-0.3306868374347687,0.022333329543471336,-0.2962748110294342,1000000.0,1.0,case_052,3.7251854934083894e-08,0.0,6.490056421171175e-07,0.0,8.465468406677246,98875.734375,10.981289863586426,98877.3046875,deeponet,0008,8.489696502685547,101176.0859375,11.010017395019531,101177.3046875
6.0,0.017301304265856743,-0.3359034061431885,0.022327380254864693,-0.2962748110294342,1000000.0,1.0,case_056,3.704687046024446e-08,0.0,6.454730510085938e-07,0.0,8.512149810791016,98873.7265625,11.043573379516602,98877.3046875,deeponet,0008,8.537699699401855,101174.1171875,11.072102546691895,101177.3046875
8.0,0.017446089535951614,-0.32226887345314026,0.02283245138823986,-0.2933560013771057,200000.0,0.19999999999999998,case_058,1.6543204139907175e-08,0.0,2.994167118686164e-07,0.0,0.4319014251232147,99018.2265625,0.562379002571106,99019.1484375,deeponet,0008,0.42988261580467224,101318.25,0.5593865513801575,101319.1484375
8.0,0.016919506713747978,-0.3444468379020691,0.022300712764263153,-0.29554709792137146,500000.0,0.5,case_059,1.548515982108256e-08,0.0,2.044594822336876e-07,0.0,2.1480886936187744,98986.34375,2.8779003620147705,98988.1640625,deeponet,0008,2.1351327896118164,101287.140625,2.865264892578125,101288.1640625
10.0,0.01743612065911293,-0.3264288604259491,0.022858809679746628,-0.2933560013771057,200000.0,0.19999999999999998,case_062,1.6408140623980216e-08,0.0,2.975570225771662e-07,0.0,0.4284839332103729,99018.15625,0.5604576468467712,99019.1484375,deeponet,0008,0.4240493178367615,101318.1796875,0.5541371703147888,101319.1484375
10.0,0.017217792570590973,-0.3450564444065094,0.022280283272266388,-0.2962748110294342,1000000.0,1.0,case_064,3.708950657710375e-08,0.0,6.437912816181779e-07,0.0,8.5690279006958,98869.6953125,11.143638610839844,98877.3046875,deeponet,0008,8.597074508666992,101170.1171875,11.17325210571289,101177.3046875
-2.0,0.01646297238767147,-0.3929716944694519,0.0206286758184433,-0.35309284925460815,200000.0,0.19999999999999998,case_070,1.7339912616876063e-08,0.0,3.137517978757387e-07,0.0,0.4096633791923523,99016.0234375,0.5255442261695862,99017.9609375,deeponet,0010,0.4150356650352478,101316.15625,0.5292667746543884,101317.9609375
8.0,0.01550418883562088,-0.3799325227737427,0.019364511594176292,-0.3512571156024933,100000.0,0.09999999999999999,case_089,1.4255491898040873e-08,0.0,2.658826758761279e-07,0.0,0.1918700784444809,99020.71875,0.2942224442958832,99023.25,deeponet,0010,0.19059672951698303,101320.078125,0.296011358499527,101323.25
-4.0,0.01688827946782112,-0.4167068898677826,0.0200864989310503,-0.4368973970413208,1000000.0,1.0,case_100,3.783420154945816e-08,0.0,6.697558774249046e-07,0.0,8.118488311767578,98814.671875,9.672652244567871,98807.203125,deeponet,0012,8.146747589111328,101115.6015625,9.702106475830078,101107.203125
-2.0,0.015469872392714024,-0.41632553935050964,0.018997447565197945,-0.43041038513183594,100000.0,0.09999999999999999,case_101,1.519392611726289e-08,0.0,2.808715464652778e-07,0.0,0.1978144347667694,99019.90625,0.30980876088142395,99022.8515625,deeponet,0012,0.20644313097000122,101320.25,0.31601718068122864,101322.8515625
-2.0,0.01622237265110016,-0.4258958399295807,0.019764553755521774,-0.43347975611686707,200000.0,0.19999999999999998,case_102,1.7352604686493578e-08,0.0,3.1429590308107436e-07,0.0,0.40354815125465393,99014.6796875,0.5144756436347961,99016.359375,deeponet,0012,0.41136354207992554,101314.8203125,0.5220263004302979,101316.359375
6.0,0.015248971059918404,-0.443350225687027,0.018627142533659935,-0.43604427576065063,500000.0,0.5,case_119,1.3545543353643552e-08,0.0,2.1623085899591388e-07,0.0,1.9537713527679443,98968.8515625,2.4050772190093994,98970.65625,deeponet,0012,1.9508501291275024,101268.8515625,2.407336950302124,101270.65625
10.0,0.01587463729083538,-0.4428184926509857,0.019219789654016495,-0.43347975611686707,200000.0,0.19999999999999998,case_126,1.6544539960250404e-08,0.0,2.9897347531004925e-07,0.0,0.38554444909095764,99015.046875,0.49146392941474915,99016.359375,deeponet,0012,0.38872379064559937,101315.3203125,0.4928257465362549,101316.359375
10.0,0.01523840706795454,-0.44540566205978394,0.018647657707333565,-0.43604427576065063,500000.0,0.5,case_127,1.3791458641776444e-08,0.0,2.2038838665139338e-07,0.0,1.9617429971694946,98968.59375,2.4186184406280518,98970.65625,deeponet,0012,1.9570788145065308,101268.6171875,2.419579267501831,101270.65625
10.0,0.01630575954914093,-0.43159711360931396,0.019347282126545906,-0.4368973970413208,1000000.0,1.0,case_128,3.854258423530155e-08,0.0,6.660030180682952e-07,0.0,8.23289680480957,98814.9296875,9.795931816101074,98807.203125,deeponet,0012,8.26087760925293,101114.796875,9.82519245147705,101107.203125
4.0,0.015553749166429043,-0.4992155134677887,0.018635869026184082,-0.526039183139801,500000.0,0.5,case_147,1.2053131825950913e-08,0.0,1.9905368731087947e-07,0.0,2.0113461017608643,98962.5,2.4407050609588623,98959.4453125,deeponet,0015,2.019526481628418,101262.8046875,2.451758623123169,101259.4453125
6.0,0.016689758747816086,-0.561826765537262,0.01955559104681015,-0.5272224545478821,1000000.0,1.0,case_152,3.910315271582476e-08,0.0,6.70681117753702e-07,0.0,8.422101974487305,98766.25,9.917386054992676,98762.1796875,deeponet,0015,8.445074081420898,101065.390625,9.93307113647461,101062.1796875
8.0,0.016672998666763306,-0.5629898309707642,0.01955273561179638,-0.5272224545478821,1000000.0,1.0,case_156,3.912884949386353e-08,0.0,6.73630040637363e-07,0.0,8.437322616577148,98765.953125,9.94350814819336,98762.1796875,deeponet,0015,8.460514068603516,101065.046875,9.95961856842041,101062.1796875
10.0,0.016698341816663742,-0.5252130627632141,0.020054230466485023,-0.523880660533905,100000.0,0.09999999999999999,case_157,1.4149447835620776e-08,0.0,2.645578831561579e-07,0.0,0.19992409646511078,99019.6796875,0.327913761138916,99022.390625,deeponet,0015,0.21307402849197388,101319.4609375,0.35046449303627014,101322.390625
10.0,0.01639625057578087,-0.5390729308128357,0.0194658562541008,-0.5225052833557129,200000.0,0.19999999999999998,case_158,1.6403497227202024e-08,0.0,2.996861212523072e-07,0.0,0.38160473108291626,99012.7109375,0.506359875202179,99014.578125,deeponet,0015,0.3886279761791229,101312.34375,0.5104811191558838,101314.578125
-4.0,0.02293410152196884,-0.570949137210846,0.02754630520939827,-0.6588394045829773,100000.0,0.09999999999999999,case_161,1.5539734832259455e-08,0.0,2.872292270694743e-07,0.0,0.2460114061832428,99019.328125,0.3746776580810547,99021.71875,deeponet,0018,0.25331026315689087,101317.9375,0.3938399851322174,101321.71875
-4.0,0.02522370032966137,-0.5968515276908875,0.03006586804986,-0.6674858927726746,1000000.0,1.0,case_164,4.0905121068135486e-08,0.0,6.896040076753707e-07,0.0,12.548426628112793,98731.265625,15.120023727416992,98692.2578125,deeponet,0018,12.557421684265137,101031.078125,15.107582092285156,100992.2578125
-2.0,0.02490672469139099,-0.6003905534744263,0.029802022501826286,-0.6674858927726746,1000000.0,1.0,case_168,4.151216259629109e-08,0.0,6.962495717743877e-07,0.0,12.460922241210938,98732.4140625,15.041471481323242,98692.2578125,deeponet,0018,12.472119331359863,101032.3203125,15.035143852233887,100992.2578125
0.0,0.023356102406978607,-0.5973977446556091,0.02815139666199684,-0.6609063744544983,200000.0,0.19999999999999998,case_170,1.7202443913788557e-08,0.0,3.115217452887009e-07,0.0,0.5019065737724304,99011.453125,0.6886183619499207,99011.8203125,deeponet,0018,0.5169012546539307,101311.296875,0.6952826380729675,101311.8203125
4.0,0.02292899787425995,-0.577745795249939,0.02767045795917511,-0.6588394045829773,100000.0,0.09999999999999999,case_177,1.4722838059810783e-08,0.0,2.732236907831975e-07,0.0,0.2369706779718399,99018.9375,0.37744396924972534,99021.71875,deeponet,0018,0.2531191110610962,101317.96875,0.40606844425201416,101321.71875
4.0,0.005822981242090464,-0.5933292508125305,0.009426304139196873,-0.6007119417190552,200000.0,0.19999999999999998,case_242,1.6681424241937748e-08,0.0,3.0472997991637385e-07,0.0,0.2617938220500946,99009.7109375,0.4384412169456482,99013.0234375,deeponet,2415,0.25937363505363464,101310.125,0.43010827898979187,101313.0234375
8.0,0.0059418887831270695,-0.5989935994148254,0.009954777546226978,-0.6007119417190552,200000.0,0.19999999999999998,case_250,1.6470199426521503e-08,0.0,3.0125244165901677e-07,0.0,0.2697857618331909,99009.6171875,0.4506776034832001,99013.0234375,deeponet,2415,0.2660842835903168,101310.0234375,0.4397110044956207,101313.0234375
8.0,0.006034976802766323,-0.6135925054550171,0.010292566381394863,-0.588989794254303,500000.0,0.5,case_251,1.233792090715724e-08,0.0,2.0774153597358236e-07,0.0,0.878232479095459,98945.109375,1.5829905271530151,98951.59375,deeponet,2415,0.8909292221069336,101246.2734375,1.5816333293914795,101251.59375
10.0,0.00599210849031806,-0.6050105690956116,0.010264372453093529,-0.6007119417190552,200000.0,0.19999999999999998,case_254,1.6372423417010395e-08,0.0,2.9940011359030905e-07,0.0,0.2761112153530121,99009.6015625,0.46051454544067383,99013.0234375,deeponet,2415,0.2710767686367035,101310.0,0.4476149380207062,101313.0234375
-2.0,0.025990961119532585,-0.6452912092208862,0.03149532899260521,-0.6808620691299438,500000.0,0.5,case_263,1.1067023741873072e-08,0.0,1.8352587005665555e-07,0.0,3.0888614654541016,98939.4140625,3.7888693809509277,98940.1484375,deeponet,4412,3.0762174129486084,101240.7578125,3.775247097015381,101240.1484375
2.0,0.026245463639497757,-0.6245079040527344,0.03219219297170639,-0.6737068891525269,100000.0,0.09999999999999999,case_269,1.4718398055890702e-08,0.0,2.738892419529293e-07,0.0,0.2146078646183014,99018.0078125,0.33288559317588806,99021.640625,deeponet,4412,0.2310880869626999,101318.40625,0.35276907682418823,101321.640625
8.0,0.026333723217248917,-0.63773512840271,0.03222246840596199,-0.6737068891525269,100000.0,0.09999999999999999,case_281,1.4239156520545748e-08,0.0,2.66151971572981e-07,0.0,0.21685026586055756,99017.71875,0.34618180990219116,99021.640625,deeponet,4412,0.23105216026306152,101318.2265625,0.35889267921447754,101321.640625
8.0,0.02626015990972519,-0.6669592261314392,0.03174488618969917,-0.6808620691299438,500000.0,0.5,case_283,1.0464423993994387e-08,0.0,1.813545509321557e-07,0.0,3.1716129779815674,98938.1953125,3.8835062980651855,98940.1484375,deeponet,4412,3.1641945838928223,101239.203125,3.87827205657959,101240.1484375
10.0,0.02636934071779251,-0.6421569585800171,0.03226057440042496,-0.6737068891525269,100000.0,0.09999999999999999,case_285,1.4075634879873178e-08,0.0,2.6348308779233776e-07,0.0,0.21749579906463623,99017.625,0.3497365415096283,99021.640625,deeponet,4412,0.2303415834903717,101318.171875,0.35857126116752625,101321.640625
-2.0,0.02352011203765869,-0.8131049275398254,0.028860973194241524,-0.7851275205612183,200000.0,0.19999999999999998,case_294,1.7495199955419594e-08,0.0,3.153419925183698e-07,0.0,0.5486963987350464,99007.078125,0.7226365804672241,99009.34375,deeponet,4415,0.5392917394638062,101308.0625,0.7094786167144775,101309.34375
-2.0,0.02305026538670063,-0.7721121907234192,0.027732662856578827,-0.7829063534736633,1000000.0,1.0,case_296,1.1490676143921519e-07,0.0,4.684937266574707e-06,0.0,11.6237154006958,98635.75,14.055556297302246,98634.71875,deeponet,4415,11.62163257598877,100936.5234375,14.038640975952148,100934.71875
0.0,0.024508697912096977,-0.7880839109420776,0.029885558411478996,-0.7778218388557434,100000.0,0.09999999999999999,case_297,1.503766178245769e-08,0.0,2.778428154215362e-07,0.0,0.22438010573387146,99017.8671875,0.35352808237075806,99021.125,deeponet,4415,0.2423601746559143,101318.234375,0.37684130668640137,101321.125
4.0,0.024673782289028168,-0.7924886345863342,0.030115386471152306,-0.7778218388557434,100000.0,0.09999999999999999,case_305,1.4687715932382162e-08,0.0,2.721019143336889e-07,0.0,0.22741320729255676,99017.6640625,0.3682699203491211,99021.125,deeponet,4415,0.24387526512145996,101318.109375,0.3893517255783081,101321.125
4.0,0.02523239143192768,-0.7952498197555542,0.03059091418981552,-0.789480984210968,500000.0,0.5,case_307,1.3881306770713309e-08,0.0,2.6179733936260163e-07,0.0,3.034289836883545,98923.3125,3.7586371898651123,98926.609375,deeponet,4415,3.032228469848633,101222.84375,3.758765935897827,101226.609375
6.0,0.025326959788799286,-0.7983782887458801,0.030765950679779053,-0.789480984210968,500000.0,0.5,case_311,1.3798258535757668e-08,0.0,2.554521358888451e-07,0.0,3.0506787300109863,98923.0703125,3.79071044921875,98926.609375,deeponet,4415,3.049417495727539,101222.7109375,3.790976047515869,101226.609375
6.0,0.023130735382437706,-0.7720673084259033,0.027935834601521492,-0.7829063534736633,1000000.0,1.0,case_312,1.3210025429089e-07,0.0,7.701559297856875e-06,0.0,11.46381664276123,98646.046875,13.965996742248535,98634.71875,deeponet,4415,11.453303337097168,100945.515625,13.954801559448242,100934.71875
8.0,0.024046167731285095,-0.8044835925102234,0.029552815482020378,-0.7851275205612183,200000.0,0.19999999999999998,case_314,1.7158143350570754e-08,0.0,3.062245639284811e-07,0.0,0.5784137845039368,99006.84375,0.7480697631835938,99009.34375,deeponet,4415,0.5664579272270203,101307.9765625,0.7337033748626709,101309.34375
10.0,0.02555137500166893,-0.8065797090530396,0.031154530122876167,-0.789480984210968,500000.0,0.5,case_319,1.3528361542114453e-08,0.0,2.3855295694374945e-07,0.0,3.095235824584961,98922.2109375,3.87257719039917,98926.609375,deeponet,4415,3.0955324172973633,101222.0625,3.871453046798706,101226.609375
4.0,0.021503113210201263,-0.8574846386909485,0.02681575156748295,-0.8737464547157288,100000.0,0.09999999999999999,case_337,1.469275456855712e-08,0.0,2.728172887600522e-07,0.0,0.23541143536567688,99017.078125,0.3886928856372833,99020.640625,deeponet,4418,0.2495376169681549,101317.5859375,0.4163663983345032,101320.640625
6.0,0.02088852971792221,-0.8793790936470032,0.026540057733654976,-0.8808767199516296,200000.0,0.19999999999999998,case_342,1.6596864327311778e-08,0.0,3.0369363912541303e-07,0.0,0.5162920951843262,99006.578125,0.6873418092727661,99007.4375,deeponet,4418,0.5079584717750549,101306.265625,0.6810711026191711,101307.4375
6.0,0.02211442030966282,-0.8745825290679932,0.028039703145623207,-0.885127604007721,500000.0,0.5,case_343,1.0889284141057942e-08,0.0,1.8613660301980417e-07,0.0,2.7591662406921387,98913.59375,3.5958075523376465,98914.6875,deeponet,4418,2.7676596641540527,101213.8828125,3.6057229042053223,101214.6875
8.0,0.02165728434920311,-0.8551436066627502,0.027100831270217896,-0.8737464547157288,100000.0,0.09999999999999999,case_345,1.4371874357266279e-08,0.0,2.6770482008942054e-07,0.0,0.23453566431999207,99017.09375,0.4065139889717102,99020.640625,deeponet,4418,0.2484619915485382,101317.7890625,0.429294228553772,101320.640625
8.0,0.02097477577626705,-0.880747377872467,0.026690976694226265,-0.8808767199516296,200000.0,0.19999999999999998,case_346,1.6477418540716826e-08,0.0,3.019749783561565e-07,0.0,0.5222423672676086,99006.8359375,0.6954041123390198,99007.4375,deeponet,4418,0.514427900314331,101306.484375,0.6889523267745972,101307.4375
8.0,0.020590825006365776,-0.8519740104675293,0.02641698718070984,-0.8865270018577576,1000000.0,1.0,case_348,3.66761163661522e-08,0.0,6.499342362076277e-07,0.0,10.26436710357666,98598.7421875,13.299044609069824,98583.0625,deeponet,4418,10.247981071472168,100898.0625,13.276866912841797,100883.0625
-2.0,0.02422366291284561,-0.9801482558250427,0.031759124249219894,-0.9561296105384827,500000.0,0.5,case_359,1.3588935310338002e-08,0.0,2.126320879369814e-07,0.0,3.1676082611083984,98894.078125,4.170179843902588,98905.84375,deeponet,4421,3.197631359100342,101195.546875,4.18225622177124,101205.84375
-2.0,0.02433161251246929,-0.9674479365348816,0.03194860368967056,-0.9575648903846741,1000000.0,1.0,case_360,4.52274484530335e-08,0.0,7.107469741640671e-07,0.0,12.40491008758545,98554.5234375,16.296838760375977,98547.65625,deeponet,4421,12.370513916015625,100855.1640625,16.24698829650879,100847.65625
2.0,0.024351419880986214,-0.9757015109062195,0.032008711248636246,-0.9575648903846741,1000000.0,1.0,case_368,4.7468805774997236e-08,0.0,7.358754601227702e-07,0.0,12.30358600616455,98551.0859375,16.188596725463867,98547.65625,deeponet,4421,12.27798843383789,100851.734375,16.152069091796875,100847.65625
10.0,0.025569548830389977,-0.9848809838294983,0.033572614192962646,-0.9561296105384827,500000.0,0.5,case_383,1.5460333457895103e-08,0.0,2.643857897055568e-07,0.0,3.2817423343658447,98894.90625,4.355044364929199,98905.84375,deeponet,4421,3.294522523880005,101196.5234375,4.357534885406494,101205.84375
