AoA,Cd_grid_pressure,Cd_model_integrated_pressure,Cd_model_pressure,Cd_openfoam_total,Cl_grid_pressure,Cl_model_integrated_pressure,Cl_model_pressure,Cl_openfoam_total,L_over_D_model_pressure,L_over_D_openfoam_total,Re,U_inf,case,model,naca
0.0,0.0006485710498456177,-8.860195252840719e-06,0.01410176232457161,0.01105704,-0.01708700683136406,-0.016505921713969755,0.06265053153038025,-0.04807171,4.442744820710448,-4.347611114728715,500000.0,0.5,case_043,unet,0008
0.0,0.000616982972777508,3.8789071171560654e-05,0.013859664089977741,0.01007724,-0.017286641236165624,-0.002287388160915094,0.091751828789711,-0.04858922,6.620061510441582,-4.8216793487105605,1000000.0,1.0,case_044,unet,0008
2.0,0.0018586264357671263,0.027892264642830816,0.014824606478214264,0.02087364,0.040288617324552856,0.6425106686894099,0.23501990735530853,0.167671,15.853365666109639,8.032667038427414,100000.0,0.09999999999999999,case_045,unet,0008
2.0,0.0017881681421369256,0.007088129620727445,0.014895266853272915,0.01614146,0.04123169056557871,0.16749299361033188,0.2397119700908661,0.1703516,16.093163852126256,10.55366738820404,200000.0,0.19999999999999998,case_046,unet,0008
2.0,0.0016829895092016936,0.0011774053067554215,0.015135983005166054,0.01327743,0.04097332264413002,0.0300818942304295,0.25369536876678467,0.1700954,16.761076481137437,12.810867765825165,500000.0,0.5,case_047,unet,0008
2.0,0.0016483725570444706,0.00030133371153840175,0.015609010122716427,0.01230366,0.04088934940075623,0.008881592551371923,0.27640867233276367,0.1700065,17.708276832397903,13.817555101490127,1000000.0,1.0,case_048,unet,0008
4.0,0.005577583096218379,0.06513752585153998,0.02021549828350544,0.02908891,0.0956790010628348,1.6276898542215774,0.38929039239883423,0.375408,19.257026808805914,12.905536852360575,100000.0,0.09999999999999999,case_049,unet,0008
4.0,0.005485396976286484,0.01623125393506673,0.020450562238693237,0.02448435,0.09623821294396304,0.414127987639922,0.3932846188545227,0.3779003,19.230992980252314,15.434361132723557,200000.0,0.19999999999999998,case_050,unet,0008
4.0,0.0053853374542351725,0.0025663177009093456,0.021208759397268295,0.02169915,0.09631247720364115,0.06982710397237987,0.4051734507083893,0.3787903,19.10406182270972,17.45645797185604,500000.0,0.5,case_051,unet,0008
4.0,0.0053515644388476,0.0006237229987042445,0.022655507549643517,0.02075177,0.096334341527938,0.019037747837621407,0.4260835349559784,0.3790856,18.807061992424124,18.267627291551516,1000000.0,1.0,case_052,unet,0008
6.0,0.012102156224625245,0.1476247318800223,0.034243516623973846,0.04387975,0.14893224747777978,2.955711816621798,0.5571451187133789,0.5705449,16.270090622740604,13.002464690432374,100000.0,0.09999999999999999,case_053,unet,0008
6.0,0.012377749029982314,0.03720227078604775,0.03476141393184662,0.04078678,0.15539917839725656,0.7508279972996438,0.562520444393158,0.5940247,16.18232346635951,14.564147991089268,200000.0,0.19999999999999998,case_054,unet,0008
6.0,0.011641185761999144,0.00610059037509788,0.03635881096124649,0.03678748,0.14756317598207747,0.12594922747155052,0.5789408683776855,0.5727831,15.922986837901744,15.570055355789524,500000.0,0.5,case_055,unet,0008
6.0,0.011610290001873948,0.001589682488564223,0.039154402911663055,0.03590086,0.14768119212605815,0.03395821125955698,0.6069096326828003,0.5734409,15.500418536634562,15.972901484811228,1000000.0,1.0,case_056,unet,0008
8.0,0.019617328073799168,0.34238269435939406,0.05322647467255592,0.06771159,0.1928297377103151,4.4708923271924315,0.7491450309753418,0.7424073,14.074669336716529,10.964257374549911,100000.0,0.09999999999999999,case_057,unet,0008
8.0,0.019544944882014543,0.08633188288951148,0.05379354953765869,0.06378022,0.19398135247466577,1.1277892345891858,0.754122257232666,0.7473657,14.018823143558048,11.717828819028847,200000.0,0.19999999999999998,case_058,unet,0008
8.0,0.020010207673583327,0.014177869530055896,0.05556054413318634,0.0619671,0.18962148807275342,0.18529131947553532,0.7690063714981079,0.7326488,13.840871854218937,11.823190047622045,500000.0,0.5,case_059,unet,0008
